Fecha;anno;mes;dia;O3;MP10;CO;SO2;MP25;NO2;Tmedia;Tmax;Precipitaciones
980117;1998;1;17;37,0416;96,4166;0,658332;21,0691;#N/A;#N/A;24,8;36,6;0
980118;1998;1;18;20,7917;98,4166;0,395833;11,79;#N/A;#N/A;22,8;30,6;0
980119;1998;1;19;17,9167;63,6666;0,179166;8,95166;#N/A;#N/A;22,3;28,6;0
980120;1998;1;20;17,7917;51,5238;0,1625;8,73333;#N/A;#N/A;21;29;0
980121;1998;1;21;21,75;69,125;0,141666;7,42333;#N/A;#N/A;21;29,4;0
980122;1998;1;22;28,1667;82,2083;0,329166;28,2741;#N/A;#N/A;22;32,3;0
980123;1998;1;23;24,625;84,0833;0,287499;15,1742;#N/A;#N/A;22;31,4;0
980124;1998;1;24;26,875;77,5416;0,524999;18,995;#N/A;#N/A;22,7;32,3;0
980125;1998;1;25;22,5;79,625;0,258333;8,95166;#N/A;#N/A;20,3;28,8;0
980126;1998;1;26;16,5;50,3333;0,0999998;3,93;#N/A;#N/A;17,8;25,5;0
980127;1998;1;27;21,3333;56,0833;0,104166;3,71166;#N/A;#N/A;20,1;27,1;0
980128;1998;1;28;24,9167;77,25;0,225;18,6675;#N/A;#N/A;20,7;30,9;0
980129;1998;1;29;27,625;95,5416;0,3125;8,62416;#N/A;#N/A;20,8;30,7;0
980130;1998;1;30;32,1666;82,9166;0,416666;19,1042;#N/A;#N/A;23,1;33,3;0
980131;1998;1;31;30,0833;90,9166;0,679166;11,3533;#N/A;#N/A;22;32,9;0
980201;1998;2;1;21,8333;73,4166;0,145833;2,62;#N/A;#N/A;19,4;28,7;0
980202;1998;2;2;18,25;47,0416;0,0999998;3,49333;#N/A;#N/A;17,2;23,6;0
980203;1998;2;3;21,5417;78,8333;0,191666;5,67666;#N/A;#N/A;17,6;23,1;0
980204;1998;2;4;25,875;65,9166;0,216666;12,4165;#N/A;#N/A;18,9;28,3;0
980205;1998;2;5;12,875;83,9166;0,258333;13,5367;#N/A;#N/A;18,1;23,4;0
980206;1998;2;6;27,75;77,8333;0,270833;11,4625;#N/A;#N/A;21;30,2;0
980207;1998;2;7;25,125;92,875;0,449999;15,3925;#N/A;#N/A;21,5;27;0
980208;1998;2;8;25,7083;75,6521;0,120833;8,62416;#N/A;#N/A;21,3;27,7;0
980209;1998;2;9;24,5833;78,5;0,254166;9,71583;#N/A;#N/A;19,6;28,8;0
980210;1998;2;10;24,25;93,625;0,424999;11,79;#N/A;#N/A;20,8;29,9;0
980211;1998;2;11;28,25;84;0,529165;17,7942;#N/A;#N/A;22,4;32;0
980212;1998;2;12;21,9583;80,9583;0,286956;8,40583;#N/A;#N/A;19,7;28;0
980213;1998;2;13;24,5;86,3333;0,191666;7,42333;#N/A;#N/A;20,7;30;0
980214;1998;2;14;32,25;86,8333;0,649999;10,8075;#N/A;#N/A;22,2;32,9;0
980215;1998;2;15;21,5833;65,375;0,266666;10,3708;#N/A;#N/A;18,8;26,6;0
980216;1998;2;16;13,9167;43,7083;0,216666;8,07833;#N/A;#N/A;16;18,6;0
980217;1998;2;17;27,2917;52,5;0,129166;5,895;#N/A;#N/A;19;26,3;0
980218;1998;2;18;26,875;71,25;0,233333;18,2308;#N/A;#N/A;18,8;27,4;0
980219;1998;2;19;17,6667;58,5416;0,1375;12,9908;#N/A;#N/A;17,1;23,9;0
980220;1998;2;20;21,8333;63,2083;0,258333;10,2617;#N/A;#N/A;19;27,9;0
980221;1998;2;21;20,5;54,5;0,2;15,8292;#N/A;#N/A;18,6;27,8;0
980222;1998;2;22;13,0417;43,875;0,120833;10,5892;#N/A;#N/A;17;23,9;0,6
980223;1998;2;23;15,5;46,0416;0,224999;23,0341;#N/A;#N/A;19,4;25,4;0
980224;1998;2;24;16,9583;49,5;0,245833;12,8817;#N/A;#N/A;18,6;26,8;0
980225;1998;2;25;24,375;71,7083;0,349999;9,93416;#N/A;#N/A;20,8;30;0
980226;1998;2;26;20,1667;103,261;0,808332;14,9558;#N/A;#N/A;20,2;31,6;3,7
980227;1998;2;27;22,8333;97,9583;1,4875;35,5883;#N/A;#N/A;21,8;33,4;0
980228;1998;2;28;31,9167;93,9583;1,45416;30,8941;#N/A;#N/A;22,6;34,8;0
980301;1998;3;1;18,5833;63,6666;0,358333;8,62416;#N/A;#N/A;18,5;24,9;0
980302;1998;3;2;18,8333;54,5;0,175;6,55;#N/A;#N/A;19,6;25;0
980303;1998;3;3;22,25;72,2173;0,395833;10,5892;#N/A;#N/A;18,5;27,5;0
980304;1998;3;4;24,3333;50,7083;0,2;6,2225;#N/A;#N/A;18,8;23,8;0
980305;1998;3;5;4,375;65,4583;0,291666;16,5933;#N/A;#N/A;16,8;19,5;0
980306;1998;3;6;19,4167;62,8333;0,154166;15,065;#N/A;#N/A;18,1;22;0
980307;1998;3;7;26,625;88,7083;0;17,03;#N/A;#N/A;16,8;27;0
980308;1998;3;8;28,625;100,042;0;23,0341;#N/A;#N/A;17,6;28,6;0
980309;1998;3;9;22,4167;117,625;0;33,2958;#N/A;#N/A;19,7;28,2;0
980310;1998;3;10;8,25;154,3;0;35,0425;#N/A;#N/A;17,8;22,6;0
980311;1998;3;11;21,2083;97,3333;0;15,2833;#N/A;#N/A;18,4;26,9;0
980312;1998;3;12;19,8333;92,0416;0;11,3533;#N/A;#N/A;18,2;25,6;0
980313;1998;3;13;28,8333;99,875;0,562499;20,0867;#N/A;#N/A;18,2;27,6;0
980314;1998;3;14;28,5833;108,875;0,275;13,4275;#N/A;#N/A;19,1;27,2;0
980315;1998;3;15;26,7083;102,875;0,541665;8,07833;#N/A;#N/A;18;28,2;0
980316;1998;3;16;15,5;70,5;0,216666;6,11333;#N/A;#N/A;16,9;24,4;0
980317;1998;3;17;14,25;73,5833;0,433333;9,60666;#N/A;#N/A;18,3;24,4;0
980318;1998;3;18;19,4167;91,1666;0,595833;25,4358;#N/A;#N/A;18,1;27,2;0
980319;1998;3;19;17,625;121,542;1,12917;29,0383;#N/A;#N/A;17,9;25,9;0
980320;1998;3;20;21,375;110,792;1,475;35,0425;#N/A;#N/A;18,2;27,4;0
980321;1998;3;21;23,6667;123,25;1,1875;16,7025;#N/A;#N/A;17,8;28,7;0
980322;1998;3;22;22,2917;126,583;1,27917;21,3966;#N/A;#N/A;17,5;27,2;0
980323;1998;3;23;16,9167;118,417;1,4125;61,57;#N/A;#N/A;16,7;25;0
980324;1998;3;24;30,9583;172,333;2,42916;57,9675;#N/A;#N/A;18,8;31,8;0
980325;1998;3;25;21,5;168,333;1,95416;33,5141;#N/A;#N/A;17,4;28;0
980326;1998;3;26;15,0417;68,25;0,279166;10,1525;#N/A;#N/A;18,3;25,8;0
980327;1998;3;27;16,7917;91,875;0,358333;17,685;#N/A;#N/A;16,9;25,5;0
980328;1998;3;28;17,5417;142,208;0,787498;38,5358;#N/A;#N/A;17,3;24;0
980329;1998;3;29;30,625;152,333;1,59583;39,3;#N/A;#N/A;17,4;29,4;0
980330;1998;3;30;23,7917;126,708;1,31667;27,2916;#N/A;#N/A;17;28,8;0
980331;1998;3;31;17,5417;117;0,537498;10,6983;#N/A;#N/A;16,2;23,9;0
980401;1998;4;1;34,25;145,917;1,75;22,27;#N/A;#N/A;18,8;31,8;0
980402;1998;4;2;30,2083;136,625;1,45;18,7767;#N/A;#N/A;17,9;30,2;0
980403;1998;4;3;11,5833;85;0,391666;7,96916;#N/A;#N/A;14,3;18;0,3
980404;1998;4;4;18;51,125;0,354166;5,78583;#N/A;#N/A;14,9;17,7;0
980405;1998;4;5;22,75;67,5;0,279166;15,065;#N/A;#N/A;16,8;22,4;0
980406;1998;4;6;14,625;79,2083;0,787498;8,73333;#N/A;#N/A;14,5;21,3;0
980407;1998;4;7;10,9583;199,208;2,85416;20,0867;#N/A;#N/A;13,9;22,2;0
980408;1998;4;8;11,75;150,792;1,775;19,7592;#N/A;#N/A;15,6;21,5;0
980409;1998;4;9;1,45833;70;1,74583;12,6633;#N/A;#N/A;15,5;17,6;13,2
980410;1998;4;10;8,66666;18;0,729166;5,67666;#N/A;#N/A;15,2;19,5;0,8
980411;1998;4;11;9,66666;27,25;0,270833;4,80333;#N/A;#N/A;16,1;20,2;0,3
980412;1998;4;12;5,83333;26,3333;0,299999;5,34916;#N/A;#N/A;14,8;18,7;0
980413;1998;4;13;4,95833;37,7916;0,429166;6,76833;#N/A;#N/A;14,9;17,6;0
980414;1998;4;14;5,16666;45,4444;0,462499;7,31416;#N/A;#N/A;13,3;15,2;0,1
980415;1998;4;15;11,9583;58,625;0,895832;12,6633;#N/A;#N/A;13,7;19,2;0
980416;1998;4;16;18,4583;138,417;3,4625;41,8108;#N/A;#N/A;12,9;23,5;0
980417;1998;4;17;28,875;153,583;3,82916;48,47;#N/A;#N/A;15;28,4;0
980418;1998;4;18;14,25;146,792;2,65416;50,8716;#N/A;#N/A;14,5;22,5;0
980419;1998;4;19;0;0;0;0;#N/A;#N/A;13,9;17,4;0
980420;1998;4;20;7,66666;115,833;2,66666;15,065;#N/A;#N/A;13;17,9;1,3
980421;1998;4;21;6,375;79,7083;0,895832;6,44083;#N/A;#N/A;12,5;14,4;0
980422;1998;4;22;13,875;78,7083;0,937499;10,2617;#N/A;#N/A;14,5;19,5;0
980423;1998;4;23;17,75;115,417;1,5625;15,6108;#N/A;#N/A;11,5;21;0
980424;1998;4;24;16,4583;114,833;2,48333;20,6325;#N/A;#N/A;12,4;21,8;0
980425;1998;4;25;23,3333;91,875;1,12916;13,755;#N/A;#N/A;13,1;21,2;0,2
980426;1998;4;26;4,625;31,75;1,17916;5,02166;#N/A;#N/A;11,8;12,5;16,5
980427;1998;4;27;11,125;66,6666;1,85;8,95166;#N/A;#N/A;12,7;20,2;0
980428;1998;4;28;15,6667;145,375;5,31666;32,8591;#N/A;#N/A;12,1;23;0
980429;1998;4;29;2,41666;243,875;6,02499;38,4266;#N/A;#N/A;13;18,8;0
980430;1998;4;30;16,7083;139,583;3,8;35,0425;#N/A;#N/A;15,6;23,5;0
980501;1998;5;1;16,75;128,375;3,6125;19,4317;#N/A;#N/A;11,8;21,6;0
980502;1998;5;2;19,625;126;3,21666;28,82;#N/A;#N/A;14,1;22,3;0
980503;1998;5;3;18,375;115,083;2,69166;19,5408;#N/A;#N/A;11,8;21,3;0
980504;1998;5;4;11,8333;123,792;2,89166;22,4883;#N/A;#N/A;12,2;20,2;0
980505;1998;5;5;11,3333;209,042;4,65416;31,2216;#N/A;#N/A;11,6;18,8;0
980506;1998;5;6;1,75;212,458;4,51666;38,8633;#N/A;#N/A;12,8;18,6;0
980507;1998;5;7;11;150,667;2,75833;27,9466;#N/A;#N/A;14,3;20,4;0
980508;1998;5;8;16,5417;167,333;4,07915;72,9233;#N/A;#N/A;14,3;25,1;0
980509;1998;5;9;10,75;100;2,59166;27,51;#N/A;#N/A;12,5;19,4;0
980510;1998;5;10;4,04166;55,375;1,84167;11,79;#N/A;#N/A;12,7;17,4;6,7
980511;1998;5;11;2,54166;72,2083;2,60833;15,5017;#N/A;#N/A;12,7;16,4;0,6
980512;1998;5;12;7,83333;64,375;2,1125;16,2658;#N/A;#N/A;13,7;19,7;0
980513;1998;5;13;7,83333;66,2916;1,61666;10,3708;#N/A;#N/A;11;18,6;0
980514;1998;5;14;9,75;113,833;3,28749;38,645;#N/A;#N/A;10,3;20,4;0
980515;1998;5;15;14,875;156,833;5,40833;45,85;#N/A;#N/A;11;24,3;0
980516;1998;5;16;21,4167;162,375;5,46666;41,5925;#N/A;#N/A;12,6;27,5;0
980517;1998;5;17;29,125;172,292;5,14582;50,1075;#N/A;#N/A;13,1;27,4;0
980518;1998;5;18;24,5417;158;2,7875;53,71;#N/A;#N/A;13,2;26;0
980519;1998;5;19;13,2083;152,208;2,56666;32,095;#N/A;#N/A;10,1;19,6;0
980520;1998;5;20;4,91666;144,958;1,64583;14,5192;#N/A;#N/A;10,4;13;0
980521;1998;5;21;9,70833;161,583;2,32083;13,8642;#N/A;#N/A;11,3;15,4;0
980522;1998;5;22;1,54167;212,5;4,32082;26,2;#N/A;#N/A;10,4;15,3;0,3
980523;1998;5;23;6,625;86,5833;2,15416;15,2833;#N/A;#N/A;12,4;18,8;0
980524;1998;5;24;9,83333;65,2083;2,54166;12,2267;#N/A;#N/A;12;19;4,7
980525;1998;5;25;5,875;69,0416;2,45416;13,6458;#N/A;#N/A;13,2;18,2;1,5
980526;1998;5;26;3,75;123,083;4;26,855;#N/A;#N/A;11,6;17,8;0
980527;1998;5;27;1,125;111,25;3,12916;24,89;#N/A;#N/A;12,2;15,4;0
980528;1998;5;28;6,45833;91,5833;2,62916;19,3225;#N/A;#N/A;11,7;17,1;0
980529;1998;5;29;7,79166;86,4166;2,60416;37,0075;#N/A;#N/A;11,7;18;0
980530;1998;5;30;2,95833;152,958;4,30416;33,8416;#N/A;#N/A;9,6;17,5;0
980531;1998;5;31;12,4167;101,917;2,62916;36,2433;#N/A;#N/A;11;19,2;0
980601;1998;6;1;8,375;165,542;4,84166;40,9375;#N/A;#N/A;10,3;21,3;0
980602;1998;6;2;3,83333;232,5;7,13749;53,6008;#N/A;#N/A;12,1;21,2;0
980603;1998;6;3;11,5;115,958;3,175;33,6233;#N/A;#N/A;11,1;19;0
980604;1998;6;4;6,95833;144,25;2,97499;22,925;#N/A;#N/A;7,4;14,2;0
980605;1998;6;5;1,75;77,0952;2,575;19,65;#N/A;#N/A;8,6;11,6;11,4
980606;1998;6;6;5,66666;66,5;2,44166;11,5717;#N/A;#N/A;10,2;16,2;0
980607;1998;6;7;11,1667;100,5;3,39999;14,6283;#N/A;#N/A;10,3;15,8;0
980608;1998;6;8;2,42105;134,278;3,50526;23,7179;#N/A;#N/A;8;14,4;0
980609;1998;6;9;6,66666;79,4583;1,67083;15,6108;#N/A;#N/A;9,5;16;0
980610;1998;6;10;3,79166;74,25;1,45833;12,8817;#N/A;#N/A;10,8;14,6;0
980611;1998;6;11;3,29166;115,708;3,92916;19,1042;#N/A;#N/A;7,3;14;0
980612;1998;6;12;2,08333;176,75;5,05833;31,3308;#N/A;#N/A;10,4;16,8;0
980613;1998;6;13;2,83333;135,625;3,90416;25,2175;#N/A;#N/A;11,1;17,7;0
980614;1998;6;14;2,375;72,7083;2,1;15,8292;#N/A;#N/A;9,9;13,2;0
980615;1998;6;15;1;58,3333;2,36666;18,1217;#N/A;#N/A;8,1;9,6;11,2
980616;1998;6;16;2,95833;109,042;3,375;18,7767;#N/A;#N/A;6,9;14;0
980617;1998;6;17;6,95833;72,2916;1,64583;15,065;#N/A;#N/A;12,6;18,6;0
980618;1998;6;18;6,54166;121,542;3,88333;25,1083;#N/A;#N/A;10,6;20;0
980619;1998;6;19;9,70833;65,0416;1,24583;10,2617;#N/A;#N/A;13,2;19,8;0
980620;1998;6;20;4,16666;121,667;2,72083;10,48;#N/A;#N/A;10,4;15;0
980621;1998;6;21;2,125;143,875;5,425;20,305;#N/A;#N/A;8;13,8;0
980622;1998;6;22;7,625;134,5;3,69583;32,095;#N/A;#N/A;9,5;18,2;0
980623;1998;6;23;9,20833;191,292;5,2375;43,3391;#N/A;#N/A;8,2;18,3;0
980624;1998;6;24;9,79166;191,375;7,15833;61,2425;#N/A;#N/A;9,8;23,4;0
980625;1998;6;25;10,5417;137,542;3,73333;45,6316;#N/A;#N/A;9,6;21,6;0
980626;1998;6;26;10,8333;178,375;4,48332;49,2341;#N/A;#N/A;9,5;20,8;0
980627;1998;6;27;10,5417;230,917;7,05;51,745;#N/A;#N/A;9,2;20;0
980628;1998;6;28;5,125;96,0833;2,82083;27,4008;#N/A;#N/A;9,1;12;0
980629;1998;6;29;5,91666;111,25;3,25;20,1958;#N/A;#N/A;9,1;14,8;0
980630;1998;6;30;5,875;122,125;3,95416;26,2;#N/A;#N/A;7,9;16,4;0
980701;1998;7;1;7,33333;133,333;3,5;25,7633;#N/A;#N/A;7,6;17;0
980702;1998;7;2;7,41666;179,25;5,29999;29,5841;#N/A;#N/A;8,3;18,2;0
980703;1998;7;3;9,29166;165,833;5,64583;35,37;#N/A;#N/A;8,1;17,5;0
980704;1998;7;4;16,5417;120,292;3,58333;24,3441;#N/A;#N/A;7,6;19,4;0
980705;1998;7;5;5,125;101,833;2,20833;11,79;#N/A;#N/A;8,1;11,2;0
980706;1998;7;6;8,79166;90,75;2,66666;16,375;#N/A;#N/A;7,5;16;0
980707;1998;7;7;5,70833;72,9166;1,2625;12,5542;#N/A;#N/A;10,4;14,2;0
980708;1998;7;8;8,45833;155,25;3,82916;35,5883;#N/A;#N/A;9,9;18,8;0
980709;1998;7;9;9,33333;187,5;6,71249;55,7841;#N/A;#N/A;9,3;23,2;0
980710;1998;7;10;12,5833;137,5;2,94166;49,5616;#N/A;#N/A;8,3;19,4;0
980711;1998;7;11;8,79166;149,042;3,58333;27,2916;#N/A;#N/A;6,3;16;0
980712;1998;7;12;5,625;105,208;1,59167;5,13083;#N/A;#N/A;6;8,6;0
980713;1998;7;13;3,70833;122,208;2,39583;8,1875;#N/A;#N/A;5,3;8;0
980714;1998;7;14;5,625;136,75;2,02916;12,1175;#N/A;#N/A;7,1;11,2;0
980715;1998;7;15;1,875;183,208;3,42916;22,5975;#N/A;#N/A;6,4;11;0
980716;1998;7;16;2,83333;104;1,93333;18,0125;#N/A;#N/A;7,4;11,2;0
980717;1998;7;17;7,375;119,091;2,05416;17,9033;#N/A;#N/A;8,7;12,4;0
980718;1998;7;18;12,6667;224;5,64999;32,6408;#N/A;#N/A;7,6;20,2;0
980719;1998;7;19;11,625;109;3,40416;23,6891;#N/A;#N/A;7;15,2;0
980720;1998;7;20;8,66666;119,958;2,39583;17,685;#N/A;#N/A;9,3;19,2;0
980721;1998;7;21;5,625;102,917;1,64583;9,27916;#N/A;#N/A;9;14,6;0
980722;1998;7;22;11,125;115,75;2,96249;16,7025;#N/A;#N/A;8,4;18;0
980723;1998;7;23;2,33333;96,4166;1,58333;11,3533;#N/A;#N/A;7,5;10,2;0,2
980724;1998;7;24;9,58333;107,208;3,43333;18,0125;#N/A;#N/A;9,7;16,8;0
980725;1998;7;25;13,1667;157,708;4,19582;34,6058;#N/A;#N/A;8,8;20,6;0
980726;1998;7;26;7,66666;165,417;3,99583;32,3133;#N/A;#N/A;8,9;14,8;0
980727;1998;7;27;1,79167;183,125;3,75833;28,6016;#N/A;#N/A;8,7;13;0
980728;1998;7;28;8,58333;202,708;5,13332;47,3783;#N/A;#N/A;7,9;18,8;0
980729;1998;7;29;11,25;137,833;2,9375;45,85;#N/A;#N/A;9,1;19,6;0
980730;1998;7;30;6,75;79,5;0,741666;15,9383;#N/A;#N/A;10;13,6;0
980731;1998;7;31;15,25;188,125;4,54583;32,75;#N/A;#N/A;11;22;0
980801;1998;8;1;19,2083;183,5;4,46666;52,5091;#N/A;#N/A;12;22,9;0
980802;1998;8;2;11,8333;161,875;3,89166;33,2958;#N/A;#N/A;13,5;20,2;0
980803;1998;8;3;9,79166;103,087;1,0875;27,0733;#N/A;#N/A;10;14,8;0
980804;1998;8;4;13,2174;174,542;3,70833;28,7009;#N/A;#N/A;9;19,6;0
980805;1998;8;5;10,2083;162,25;3,45;28,0558;#N/A;#N/A;13;20,4;0
980806;1998;8;6;8,04166;123,458;2,84583;21,5058;#N/A;#N/A;9,1;17;0
980807;1998;8;7;12,125;71,9583;0,458333;5,895;#N/A;#N/A;10,9;16;0
980808;1998;8;8;12,0833;95,0833;1,22083;10,1525;#N/A;#N/A;8,9;16,8;0
980809;1998;8;9;11,125;113,583;1,55;7,64166;#N/A;#N/A;7,5;14,6;0
980810;1998;8;10;10,3333;63,875;1,26666;9,93416;#N/A;#N/A;7,5;15,4;0
980811;1998;8;11;10,4583;123,208;2,20416;22,3791;#N/A;#N/A;7,1;16,8;0
980812;1998;8;12;6,45833;140,542;3,05833;19,9775;#N/A;#N/A;5,7;11,8;0
980813;1998;8;13;11;131,542;2,08333;28,9291;#N/A;#N/A;7,2;17,2;0
980814;1998;8;14;13,0417;108,667;1,875;20,96;#N/A;#N/A;8,3;18,4;0
980815;1998;8;15;5,75;174,542;2,8625;21,615;#N/A;#N/A;10,3;16,9;0
980816;1998;8;16;7,66666;147,708;3,7375;19,65;#N/A;#N/A;9,2;15;0
980817;1998;8;17;13,2083;89,7083;1,74166;13,3183;#N/A;#N/A;9,5;19,6;0
980818;1998;8;18;6,79166;117,25;1,59166;12,7725;#N/A;#N/A;7,6;14,2;0
980819;1998;8;19;13,9167;82,2916;1,00833;8,8425;#N/A;#N/A;9,5;17,6;0
980820;1998;8;20;14,625;124,583;1,39166;17,3575;#N/A;#N/A;8,3;19;0
980821;1998;8;21;17,2917;127,667;2,29583;21,8333;#N/A;#N/A;10,1;20,8;0
980822;1998;8;22;16,7917;85,5416;0,637499;13,2092;#N/A;#N/A;9;15,8;0
980823;1998;8;23;17,6667;97,6666;1,02917;8,40583;#N/A;#N/A;7,2;14,8;0,6
980824;1998;8;24;14,625;47,125;0,270833;14,6948;#N/A;#N/A;10,1;14,4;0
980825;1998;8;25;12,75;111,333;1,8375;31,44;#N/A;#N/A;8,6;18,4;0
980826;1998;8;26;18,6667;132,458;2,21249;22,925;#N/A;#N/A;10,1;23,9;0
980827;1998;8;27;20,8333;114,5;1,55;27,7283;#N/A;#N/A;10,9;22,6;0
980828;1998;8;28;18,8636;126,476;1,15909;26,3191;#N/A;#N/A;11,9;22,8;0
980829;1998;8;29;0;0;0;0;#N/A;#N/A;14;29,8;0
980830;1998;8;30;18,625;127,75;2,45;20,7417;#N/A;#N/A;9,7;17,4;0
980831;1998;8;31;17,8333;88,3333;0,666665;9,4975;#N/A;#N/A;12,2;16,4;0
980901;1998;9;1;12,5;73,2083;0,520832;10,48;#N/A;#N/A;10,5;13,8;0
980902;1998;9;2;16,7083;66,7083;0,333333;8,73333;#N/A;#N/A;10,2;16,8;0
980903;1998;9;3;16,4167;80,0416;0,662499;9,825;#N/A;#N/A;11,6;17,8;0
980904;1998;9;4;18,625;90,1666;0,649999;19,1042;#N/A;#N/A;11,6;19,1;0
980905;1998;9;5;19,5417;120,208;1,80416;21,2875;#N/A;#N/A;11,2;20,8;0
980906;1998;9;6;13,75;50,625;0,795832;5,13083;#N/A;#N/A;8,9;11,8;0,5
980907;1998;9;7;15,7083;72,7916;1,35416;10,3708;#N/A;#N/A;8,8;17,2;0
980908;1998;9;8;11,9583;134,833;1,4625;12,8817;#N/A;#N/A;11,7;18,2;0
980909;1998;9;9;9,125;234,042;3,40833;24,89;#N/A;#N/A;11,4;19,6;0
980910;1998;9;10;3,33333;108,458;1,90416;16,9208;#N/A;#N/A;10,3;12;0
980911;1998;9;11;2,41666;56,5833;1,25833;7,96916;#N/A;#N/A;10,2;12;3
980912;1998;9;12;9,08333;115,292;0,812499;12,8817;#N/A;#N/A;11,5;15,2;0
980913;1998;9;13;19,7727;104,958;2,54583;21,1783;#N/A;#N/A;14;23,7;0
980914;1998;9;14;21,1053;122,708;1,67083;24,89;#N/A;#N/A;15,2;26,6;0
980915;1998;9;15;22,0417;124,667;1,725;22,4883;#N/A;#N/A;15,9;29,2;0
980916;1998;9;16;23,125;66,9166;0,270833;6,8775;#N/A;#N/A;12,3;20,4;0
980917;1998;9;17;19,2083;52;0,254166;3,93;#N/A;#N/A;11,2;13,7;0
980918;1998;9;18;21,4583;98;1,33333;10,8075;#N/A;#N/A;10,9;20,2;0
980919;1998;9;19;20,0417;140,042;1,16666;6,11333;#N/A;#N/A;12,1;21,4;0
980920;1998;9;20;21,125;269,292;2,4;10,9167;#N/A;#N/A;14,3;27,2;0
980921;1998;9;21;20,8333;110,583;1,875;14,3008;#N/A;#N/A;13,5;25;0
980922;1998;9;22;13,4583;57,4166;0,258333;6,2225;#N/A;#N/A;10,9;19,1;0
980923;1998;9;23;16,2917;65,5833;0,383333;28,3833;#N/A;#N/A;13;22,4;0
980924;1998;9;24;15,1667;85,375;0,916665;30,785;#N/A;#N/A;13,5;22,6;0
980925;1998;9;25;9,16666;62,9166;0,399999;0;#N/A;#N/A;11,5;15,1;11
980926;1998;9;26;20,2917;22,5417;0,154166;3,05666;#N/A;#N/A;9,1;15,4;0,6
980927;1998;9;27;19,125;55,1666;1,1625;16,375;#N/A;#N/A;10,3;18,4;0
980928;1998;9;28;18,0417;53,4583;0,333333;32,4225;#N/A;#N/A;11,9;21;0
980929;1998;9;29;21,625;80,375;1,05416;37,8808;#N/A;#N/A;14;25;0
980930;1998;9;30;20,625;77,7083;0,666665;17,1392;#N/A;#N/A;16,1;25,4;0
981001;1998;10;1;26,9167;95,4583;1,18333;22,1608;#N/A;#N/A;16,8;28,2;0
981002;1998;10;2;30,8333;83,7083;0,9625;14,6283;#N/A;#N/A;18,2;28,8;0
981003;1998;10;3;22,75;54,75;0,154166;3,6025;#N/A;#N/A;13,1;21,6;0
981004;1998;10;4;22,0417;56,7083;0,229166;4,2575;#N/A;#N/A;14,1;23,8;0
981005;1998;10;5;24,25;71,3333;0,637499;20,8508;#N/A;#N/A;15,5;25,8;0
981006;1998;10;6;22,6667;83,6666;0,441666;12,6633;#N/A;#N/A;14,9;23,8;0
981007;1998;10;7;25,2083;96,2083;0,649999;11,8992;#N/A;#N/A;15,9;26;0
981008;1998;10;8;30,0833;87,4166;0,645832;9,93416;#N/A;#N/A;17,1;28;0
981009;1998;10;9;18,2917;55,9166;0,154166;4,2575;#N/A;#N/A;11,1;17,3;0
981010;1998;10;10;33,25;63,75;0,220833;4,9125;#N/A;#N/A;16,8;25,8;0
981011;1998;10;11;30,5417;94,5416;0,345832;10,3708;#N/A;#N/A;16,5;26,7;0
981012;1998;10;12;18,3333;65,375;0,1375;5,78583;#N/A;#N/A;14,6;20;0
981013;1998;10;13;21,625;69,8333;0,245833;12,0083;#N/A;#N/A;14,3;23,7;0
981014;1998;10;14;26,2083;77,7916;0,529166;9,06083;#N/A;#N/A;17;27,6;0
981015;1998;10;15;19,875;98;0,849999;6,98666;#N/A;#N/A;16,3;24,8;0
981016;1998;10;16;20,625;88,1666;0,754166;18,6675;#N/A;#N/A;18;28;0
981017;1998;10;17;29,7083;93,875;0,733333;43,7758;#N/A;#N/A;20,4;31,2;0
981018;1998;10;18;23,9583;98,0416;0,766666;9,93416;#N/A;#N/A;18,2;27,2;0
981019;1998;10;19;23,4167;73,5416;0,299999;7,96916;#N/A;#N/A;16,5;26,5;0
981020;1998;10;20;23,0417;91,9583;0,520832;16,8117;#N/A;#N/A;18,9;28,8;0
981021;1998;10;21;24,875;86,0416;0,470832;12,445;#N/A;#N/A;18,3;28;0
981022;1998;10;22;19,8333;61,8333;0,133333;5,13083;#N/A;#N/A;14,2;22,8;0
981023;1998;10;23;24,875;78,0833;0,258333;14,8467;#N/A;#N/A;15,8;25,7;0
981024;1998;10;24;21,9565;69,0833;0,160869;5,69565;#N/A;#N/A;14,2;20,6;0
981025;1998;10;25;27,7083;84,375;0,154166;11,5717;#N/A;#N/A;15,9;26,1;0
981026;1998;10;26;20,7083;77,9166;0,349999;16,4842;#N/A;#N/A;17,2;26,6;0
981027;1998;10;27;25,4583;81,5833;0,433332;30,5666;#N/A;#N/A;19,9;30;0
981028;1998;10;28;27,4583;88,7083;0,304166;21,2875;#N/A;#N/A;19,8;30;0
981029;1998;10;29;27,2917;104,875;0,404166;16,1567;#N/A;#N/A;19,3;29,6;0
981030;1998;10;30;27;88,375;0,666666;17,9033;#N/A;#N/A;20,9;31,6;0
981031;1998;10;31;25,4583;97,9166;0,379166;9,60666;#N/A;#N/A;17,4;28,2;0
981101;1998;11;1;27,3333;80,8333;0,175;13,4275;#N/A;#N/A;17,9;28,8;0
981102;1998;11;2;22,0417;64,4583;0,3375;15,6108;#N/A;#N/A;18,6;28,7;0
